CO-O-CO,0.086900,-1.414100,0.001300,-3.371700,-1.381400,-16.126100,-13.829900,-2.317600,-0.313800,5.287800,0.000000,0.253600,0.646700,-0.096300,2.326000,1.442800,0.381800,0.003500,0.001300
CHOH,-0.119300,-1.569300,0.001400,-0.884700,-0.004900,-6.071000,-5.126600,-0.150400,-0.044900,1.025400,1.265000,-1.553200,-0.992200,0.059200,0.341300,0.621600,-0.047200,0.001600,-0.000400
COH,-0.277200,-4.748500,0.005200,12.583700,0.486400,-21.407200,-23.794600,-1.440200,-0.358600,-8.680900,0.079900,-1.689200,1.472400,-0.024300,-0.734800,-0.884800,-0.126300,0.005500,0.001500
CH3COCHnOH (n in 0..2),0.025100,-1.228600,-0.004000,3.685600,-0.090900,8.119500,7.392300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.934300,0.016000,-0.002500
NCCHOH or NCCOH,0.395300,0.906500,-0.002100,1.020000,-0.679700,4.814100,11.451000,-0.113400,-0.677900,0.000000,0.000000,0.000000,0.000000,0.454000,2.860200,-1.197200,1.262400,0.005600,0.000500
OH-CHn-COO (n in 0..2),-0.117100,0.000000,0.000000,0.000000,-0.907600,0.000000,0.000000,0.000000,-0.151600,-15.386100,0.000000,0.000000,0.000000,0.007200,-0.166700,-3.382700,0.000000,0.009600,-0.000500
"CHm(OH)CHn(OH) (m,n in 0..2)",0.194400,1.939500,-0.001400,9.326400,-0.209900,-0.883500,-1.749600,0.541400,-0.104100,8.584800,-5.005200,-3.994400,-9.473500,0.191100,-0.820300,-3.216600,-0.130500,-0.007600,0.001500
"CHm(OH)CHn(NHp) (m,n,p in 0..2)",0.313600,4.470600,-0.000800,6.746400,-0.190800,-4.955300,-5.134800,0.684400,-0.097500,5.030600,0.000000,1.572100,-2.111600,0.355000,1.271100,-0.817500,1.988000,-0.001600,-0.000600
"CHm(NH2)CHn(NH2) (m,n in 0..2)",0.251600,0.312800,0.000100,12.150700,0.367800,0.241300,-3.274300,0.370800,0.402300,9.394700,2.681800,1.358000,0.927600,0.256700,-1.792700,3.403300,2.834100,-0.001100,-0.003500
"CHm(NH)CHn(NH2) (m,n in 1..2)",0.166200,4.220000,0.001200,0.000000,0.000000,3.646800,3.996000,-5.740500,0.199700,3.605300,0.483300,-0.248600,-2.162600,0.060500,1.374600,-0.250000,-0.087600,0.001200,0.001100
"H2NCOCHnCHmCONH2 (m,n in 1..2)",-0.055800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.141900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"CHm(NHn)-COOH (m,n in 0..2)",-0.061400,0.000000,-0.004500,12.247200,1.396400,3.115300,9.636700,8.284600,-0.667800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.685900,-0.007000,0.015500
HOOC-CHn-COOH (n in 1..2),-0.077100,19.196100,-0.002100,9.748500,0.255300,-5.233700,-2.287400,4.800800,0.346300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.392100,-0.000900,-0.005800
"HOOC-CHn-CHm-COOH (n, m in 1..2)",-0.034500,16.209300,0.001800,12.153300,1.139000,-4.356600,-3.147000,29.763100,0.176900,-2.427700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.973100,0.004600,0.001200
HO-CHn-COOH (n in 1..2),-0.153800,0.000000,0.000000,0.000000,-0.668700,0.000000,0.000000,0.000000,0.128800,-35.622500,0.000000,0.000000,0.000000,0.659900,0.538200,9.479900,3.789200,0.018300,0.010400
"NH2-CHn-CHm-COOH (n, m in 1..2)",-0.165600,0.000000,0.000000,0.000000,-9.578000,0.000000,0.000000,0.000000,-1.419800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
CH3-O-CHn-COOH (n in 1..2),-0.210000,5.107400,-0.001000,7.387600,-1.948500,-1.419700,0.000000,-4.821000,-0.013200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.302800,-0.008600,-0.006300
HS-CH-COOH,-0.348600,0.000000,0.000000,0.000000,-1.072800,0.000000,0.000000,0.000000,0.117900,0.000000,0.000000,0.000000,0.000000,-1.077300,1.171800,2.966800,4.320500,-0.002800,-0.004200
"HS-CHn-CHm-COOH (n, m in 1..2)",-0.110900,5.019000,0.001100,16.507500,1.638000,-8.039700,9.081400,-2.592900,0.231600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.906300,-0.004000,-0.003200
"NC-CHn-CHm-CN (n, m in 1..2)",-0.068700,17.184500,0.024000,-0.109900,0.000000,13.407900,12.959000,-6.370600,-0.521200,0.000000,0.000000,1.829500,-1.105300,0.526200,-3.688600,1.271300,-0.065000,-0.001300,-0.001000
"OH-CHn-CHm-CN (n, m in 1..2)",0.030800,4.948300,0.009500,2.665500,-1.406300,-1.913700,-1.048900,-3.259400,-0.366100,0.000000,0.000000,0.000000,0.000000,0.491200,4.045000,2.700100,1.887900,0.007000,-0.002700
"HS-CHn-CHm-SH (n, m in 1..2)",0.180900,6.089800,0.000500,-15.138300,0.637200,5.477300,0.589800,0.611200,0.000000,0.000000,1.075700,1.621800,1.069700,0.680700,-0.631900,0.217000,1.197500,0.002200,-0.000200
"COO-CHn-CHm-OOC (n, m in 1..2)",0.079900,3.507000,-0.001800,-2.900400,-0.113300,0.045500,4.111300,0.000000,0.055500,14.484900,0.193200,0.000000,0.000000,-0.013000,0.565200,0.405300,0.087400,0.001700,0.001300
"OOC-CHm-CHm-COO (n, m in 1..2)",0.222000,4.820600,0.000900,0.000000,0.665500,0.000000,0.000000,2.423700,0.055100,0.000000,0.000000,0.000000,0.000000,0.050600,-0.096800,1.196300,0.012900,0.001600,-0.000900
NC-CHn-COO (n in 1..2),0.265700,2.512000,0.013500,0.299500,0.592200,7.810600,0.000000,0.551400,-0.303600,0.000000,0.000000,3.801400,6.043600,0.211000,-2.165800,0.645000,1.401700,-0.004500,-0.001300
COCHnCOO (n in 1..2),0.085900,1.879000,-0.000400,1.447300,-0.261600,11.680000,-6.742100,0.000000,0.310000,24.781500,0.000000,0.000000,0.000000,0.155600,-0.608700,0.447400,0.550200,0.004600,-0.001700
"CHm-O-CHn=CHp (m,n,p in 0..3)",0.108600,0.625500,-0.003400,-3.018500,0.262200,-11.980900,-10.934300,2.765600,-0.061800,-18.063900,1.094800,0.010400,-1.378400,-0.042400,0.091600,0.244500,0.146000,-0.000700,-0.001000
"CHm=CHn-F (m,n in 0..2)",0.076300,1.193000,-0.003500,0.000000,0.003400,0.000000,0.000000,0.000000,-0.029500,0.000000,0.000000,0.000000,0.000000,-0.088600,-0.286300,-4.433300,-0.197200,0.000100,0.001100
"CHm=CHn-Br (m,n in 0..2)",-0.130300,-3.409800,-0.012100,3.661700,-0.506600,13.403200,16.294900,2.411200,0.028200,0.000000,0.000000,0.000000,0.000000,-0.488900,0.307900,-0.605600,-0.346700,0.004200,-0.001200
"CHm=CHn-I (m,n in 0..2)",-0.242000,0.000000,0.000000,0.000000,0.122900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.174400,-0.861000,0.479500,0.000000,0.000000,0.000000
"CHm=CHn-Cl (m,n in 0..2)",-0.019500,-0.142700,-0.000600,4.457500,-0.095800,5.346200,3.788700,-0.994500,0.134900,2.041400,-0.603700,-0.414900,-0.369100,0.352000,0.540700,-0.734500,-0.051300,-0.000100,-0.000200
"CHm=CHn-CN (m,n in 0..2)",-0.034800,-0.576800,0.005900,12.982700,-0.000800,-8.141000,-2.089000,-0.210200,-0.164800,-9.000700,0.154600,-0.246700,0.484900,-0.329000,-0.171600,1.654000,0.880700,0.001700,-0.000100
"CHn=CHm-COO-CHp (m,n,p in 0..3)",0.050100,-0.735800,-0.001500,0.602000,0.077600,-11.885300,-11.052500,-0.288900,-0.128900,1.684200,0.000000,0.415600,1.424500,0.208200,0.136800,-0.872000,-0.160900,-0.002000,0.000200
"CHm=CHn-CHO (m,n in 0..2)",0.170800,1.765300,0.009800,0.000000,-0.654300,0.000000,0.000000,0.000000,0.038000,-5.799300,0.000000,-0.544900,-1.993400,0.581600,0.502700,-0.358400,0.662700,-0.002400,-0.003900
"CHm=CHn-COOH (m,n in 0..2)",0.119900,-1.186600,-0.001300,3.886000,0.979400,8.057300,6.603100,2.102200,0.384100,24.730000,0.000000,0.000000,0.000000,0.531800,0.445400,2.161000,0.916800,-0.003600,-0.000400
aC-CHn-X (n in 1..2) X: Halogen,0.137800,7.691100,0.003300,-10.893700,0.267600,-8.920900,-6.253200,0.326600,0.074700,13.419700,0.000000,0.000000,0.000000,0.221300,-0.084600,0.668900,-0.289500,-0.001300,-0.000100
aC-CHn-NHm (n in 1..2; m in 0..2)),-0.047000,2.866800,0.008400,0.667900,-0.347200,-0.257000,-6.864000,-1.351400,-0.355300,0.000000,2.061600,0.000000,0.000000,0.449200,-2.294500,1.955900,-2.998000,-0.003000,0.000800
aC-CHn-O- (n in 1..2),0.019600,0.079900,0.001200,-2.819700,0.288000,0.665100,1.042900,0.211300,-0.080100,0.000000,0.000000,0.000000,0.000000,-0.136500,-0.015800,0.838000,1.565200,0.001200,-0.000200
aC-CHn-OH (n in 1..2),0.089400,-0.647000,0.000900,-14.004400,0.516900,-4.532600,-0.720800,0.151100,-0.108300,-1.196200,0.000000,0.000000,0.000000,0.515400,0.016400,0.885700,-0.522500,-0.003000,0.001100
aC-CHn-CN (n in 1..2),0.071400,10.888300,0.006100,-9.824000,0.013800,24.393800,13.997600,0.000000,-0.648900,0.000000,0.000000,0.000000,0.000000,0.651200,0.062300,1.912200,-0.295500,0.000700,0.001400
aC-CHn-CHO (n in 1..2),0.166400,0.000000,0.000000,0.000000,2.302400,0.000000,0.000000,0.000000,0.435800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001100,-0.000200
aC-CHn-SH (n in 1..2),0.081000,6.474700,0.009500,-9.088900,-0.048500,18.508000,8.543000,0.337100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.327300,-0.002000,0.000900
aC-CHn-COOH (n in 1..2),0.063300,6.452700,-0.000800,0.000000,1.102400,0.000000,0.000000,1.605300,0.228400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.012500,0.018800
aC-CHn-CO- (n in 1..2),0.104700,0.000000,0.000000,0.000000,0.142400,0.000000,0.000000,0.000000,-0.270200,0.000000,0.000000,0.000000,0.000000,-2.794600,-0.888600,0.000000,0.000000,0.000000,0.000000
aC-CHn-S- (n in 1..2),-0.217800,0.000000,0.000000,0.000000,0.317300,0.000000,0.000000,0.000000,-0.375400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
aC-CHn-OOC-H (n in 1..2),0.173000,4.383400,0.005800,-9.807900,1.705100,1.832900,4.982000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065600,-0.003100,0.000800
aC-CHm-NO2 (n in 1..2),0.148600,0.000000,0.000000,0.000000,0.083400,0.000000,-7.540700,0.000000,-0.307200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
aC-CHn-CONH2 (n in 1..2),-0.163200,0.000000,0.000000,0.000000,1.552200,0.000000,0.000000,0.000000,-0.292700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
aC-CHn-OOC (n in 1..2),-0.103000,3.208600,-0.001400,-14.536800,-0.228600,-0.120400,5.127300,0.000000,0.275400,18.987900,0.000000,-1.191200,-1.698100,-1.087900,-0.314300,0.097900,-0.592600,0.000100,0.008100
aC-CHn-COO (n in 1..2),-0.011600,0.000000,0.000000,0.000000,0.328400,0.000000,0.000000,0.000000,-0.176600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
aC-SO2-OH,-0.123500,0.000000,0.000000,0.000000,0.547200,0.000000,0.000000,0.000000,-1.395800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
aC-CH(CH3)2,0.007300,0.364200,-0.003500,2.514700,-0.021700,2.614800,0.513300,-0.172200,0.086200,3.100400,0.954600,0.000000,0.000000,0.729100,-1.155900,1.878100,0.755700,0.000400,0.000500
aC-C(CH3)3,-0.019900,8.307400,-0.006700,-0.443800,-0.195200,-2.338000,-1.287500,-0.284400,0.136900,0.000000,-2.101600,0.000000,0.000000,-1.478900,-0.049600,1.972500,1.173100,-0.000400,0.000800
aC-CF3,-0.109700,-4.529200,0.000000,0.000000,0.081400,0.000000,0.000000,0.000000,-0.061100,0.000000,2.099200,0.000000,0.000000,0.422500,-0.332800,-8.800900,0.186300,-0.001600,-0.003300
(CHn=C)(cyc)-CHO (n in 0..2),0.134900,6.812600,-0.001100,1.914100,-0.628600,-3.236900,-7.910600,-1.607600,0.456400,15.087100,0.000000,2.355700,0.766500,0.549200,2.120200,-3.553100,0.401100,-0.006800,0.006600
"(CHn=C)cyc-COO-CHm (n,m in 0..3)",0.089700,0.000000,0.000000,0.000000,-0.240500,0.000000,0.000000,0.000000,-0.004800,0.000000,0.000000,0.000000,0.000000,-0.733900,-1.536800,1.574900,0.000000,0.000000,0.000000
(CHn=C)cyc-CO- (n in 0..2),0.395300,0.000000,0.000000,0.000000,0.913500,0.000000,0.000000,0.000000,0.332100,0.000000,0.000000,0.000000,0.000000,-0.849700,1.916900,2.417300,0.070400,0.000000,0.000000
(CHn=C)cyc-CH3 (n in 0..2),0.008200,-0.534300,-0.001100,0.556800,-0.048200,7.094400,1.069700,0.875600,-0.065400,-7.451900,-0.254200,-1.863000,-2.600700,-0.087700,0.066700,1.592500,-0.835500,-0.001700,-0.001200
(CHn=C)cyc-CH2 (n in 0..2),-0.069400,-3.168400,0.003900,-8.275900,-0.704700,-18.050100,-5.995800,-0.143400,-0.235200,-7.691500,0.000000,3.233700,7.034800,-1.477600,-2.065300,-0.115700,2.044600,0.002400,0.006300
(CHn=C)cyc-CN (n in 0..2),-0.264500,0.000000,0.000000,0.000000,3.072200,0.000000,0.000000,0.000000,0.095900,0.000000,0.381100,0.000000,0.000000,-0.427300,0.320100,3.001200,0.000000,0.000000,0.000000
(CHn=C)cyc-Cl (n in 0..2),-0.047100,0.000000,0.000000,0.000000,-0.390900,0.000000,0.000000,0.000000,0.161500,0.000000,0.000000,0.000000,0.000000,1.619400,-1.104900,2.738000,0.133200,-0.002500,0.000800
CHcyc-CH3,-0.093100,-0.345800,-0.001100,-0.721800,-0.168500,3.484400,6.085300,0.262700,-0.093800,-8.272700,0.187700,-0.257600,-0.649500,-0.748200,-0.016300,-2.602700,0.756000,0.000100,0.002300
CHcyc-CH2,-0.039800,0.343900,0.000500,0.526000,-0.255700,-2.005200,2.317700,0.015100,0.120900,5.623500,-0.153300,-0.138300,-1.318000,-0.014000,-1.779300,-4.090800,-0.290100,0.002200,0.001000
CHcyc-CH,0.086200,0.626200,0.002900,-2.597100,0.250500,-0.203500,7.734000,3.442300,0.314600,12.883500,1.152400,0.907900,0.095200,-1.571900,-1.618000,-1.526600,-0.079700,0.002900,-0.008200
CHcyc-C,-0.005200,3.734700,0.000000,0.000000,0.605100,0.000000,0.000000,0.000000,0.239000,0.000000,1.962100,0.744500,-0.272200,0.000000,0.000000,0.000000,0.000000,0.006400,0.005600
CHcyc-CH=CHn (n in 1..2),-0.051400,-0.293800,0.000600,-7.056300,-0.301400,2.658900,5.233100,0.000000,0.507500,5.470200,0.913600,-0.263600,-3.046400,0.634100,0.293000,-3.347400,1.608700,0.001000,0.004100
CHcyc-C=CHn (n in 1..2),0.080100,0.000000,0.000000,0.000000,-0.974200,0.000000,0.000000,0.000000,0.358000,8.655300,0.000000,0.000000,0.000000,-1.001000,-2.385200,-1.563700,2.837900,0.014600,0.001800
CHcyc-Cl,0.016300,-3.014100,0.000000,0.000000,0.655600,0.000000,0.000000,0.000000,-0.058600,0.000000,0.000000,0.000000,0.000000,-0.905600,1.842000,-1.271700,0.363500,0.000000,0.000000
CHcyc-F,-0.032500,0.000000,0.000000,0.000000,3.739000,0.000000,0.000000,0.000000,-0.252300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
CHcyc-OH,-0.142700,2.708900,0.003300,0.000000,0.082100,-7.337300,-9.772700,-6.275300,0.109200,-6.602200,4.397700,3.089000,11.908200,-0.333700,0.869200,-1.362800,-0.906500,0.002300,-0.003300
CHcyc-NH2,-0.187500,-2.887300,0.010100,0.000000,-0.091000,0.246500,-39.363800,0.675700,-0.253900,-18.134800,-7.063000,-2.653100,-3.245000,-0.987900,-3.172100,-5.140200,-4.146800,0.002400,0.002800
CHcyc-NH-CHn (n in 0..3),-0.225900,-2.839000,0.001900,0.000000,-0.545400,-17.839200,-14.135600,2.154600,-0.034400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.574400,0.000600,0.000600
CHcyc-N-CHn (n in 0..3),0.044500,0.000000,0.000000,0.000000,0.966000,0.000000,0.000000,0.000000,0.179300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
CHcyc-SH,-0.110500,2.552300,0.010800,0.000000,0.000000,-18.518500,-8.543000,-0.337100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.544100,0.001300,0.002200
CHcyc-CN,0.427000,0.000000,0.000000,0.000000,0.805000,0.000000,-37.266300,0.000000,-0.057100,0.000000,-1.123600,0.107000,-1.226900,8.442700,7.060600,3.063400,0.000000,0.004700,0.006100
CHcyc-COOH,0.185800,0.000000,0.000000,0.000000,-0.660900,0.000000,0.000000,0.000000,0.321500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.180200,0.000800,0.001000
CHcyc-CO,0.135400,0.000000,0.000000,0.000000,0.237600,0.000000,0.000000,0.000000,-0.048000,0.000000,0.530700,2.061500,1.818200,7.226000,5.797700,11.845900,3.110400,0.015800,-0.006700
CHcyc-NO2,-0.257100,0.000000,0.000000,0.000000,-0.798700,0.000000,-19.163900,0.000000,-0.036000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
CHcyc-S-,-0.106500,0.000000,0.000000,0.000000,-0.843800,0.000000,0.000000,0.000000,-0.268700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002000,0.003100
CHcyc-CHO,-0.065000,0.000000,0.000000,0.000000,0.225200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.453700,-0.223300,-3.556200,0.200600,-0.001300,0.004800
CHcyc-O-,0.011500,0.000000,0.000000,0.000000,-0.198900,0.000000,0.000000,0.000000,-0.104100,0.000000,0.000000,0.000000,0.000000,-0.291000,0.129800,-1.058400,-1.166000,0.002400,0.005300
CHcyc-OOCH,-0.214600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.191200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.531700,-0.001400,0.001600
CHcyc-COO,0.112100,0.000000,0.000000,0.000000,0.004500,0.000000,0.000000,0.000000,-0.494000,0.000000,0.000000,-0.691900,-1.783500,-1.061800,-0.075000,-1.112100,0.000000,-0.004200,0.003100
CHcyc-OOC,-0.248600,-0.497800,-0.000200,0.000000,0.156500,-0.896900,-16.638700,0.000000,0.058000,-0.265100,0.000000,0.000000,0.000000,-0.608500,4.070300,-0.040700,2.033900,-0.006000,-0.035700
Ccyc-CH3,-0.001200,0.179600,-0.000900,1.775000,-0.183700,1.142200,1.316600,-1.397300,0.114000,1.827300,0.071300,-0.002900,-0.049300,0.908800,0.014600,-0.343000,-0.460100,0.000300,0.002900
Ccyc-CH2,0.080900,0.588500,0.000700,-8.409400,-0.660800,12.329700,9.570300,0.000000,0.143100,0.000000,1.064600,-0.705600,-2.347000,0.000000,0.000000,0.000000,-4.057700,0.002500,-0.002500
Ccyc-OH,-0.291900,-4.078600,0.001500,-13.413800,0.877300,-21.451500,-30.635800,0.522200,0.179000,-8.195200,0.000000,0.000000,0.000000,-5.672500,-0.819500,-1.614600,-0.479000,-0.015200,-0.004400
>Ncyc-CH3,0.045100,-0.000100,-0.000500,0.000000,0.304100,0.000000,-3.264000,0.000000,-0.092500,0.000000,0.000000,0.000000,0.000000,-1.014400,0.981800,1.950400,1.023600,-0.001700,-0.004800
>Ncyc-CH2,-0.091000,0.000000,0.000000,0.000000,-0.542000,0.000000,-4.086700,0.000000,-0.102500,0.000000,0.000000,0.000000,0.000000,-1.234800,-1.496400,-0.278300,0.502800,0.003000,0.003300
AROMRINGs1s2,-0.042300,-0.558700,0.000300,6.495100,-0.452700,0.469800,0.406600,-1.787800,-0.024000,-5.347500,1.018600,0.692200,1.394800,0.031000,0.555800,-0.156200,0.081900,-0.001200,-0.003100
AROMRINGs1s3,0.017900,-1.226900,0.000700,10.164100,-0.433100,-1.964000,0.323400,-1.884300,0.155200,7.744100,-3.656000,0.123100,0.498400,-0.274600,0.870700,-0.029800,0.563700,0.000200,-0.001000
AROMRINGs1s4,0.047900,-0.513400,0.000300,6.899700,0.247600,-0.113600,0.021400,0.699300,0.060200,-0.473200,0.488000,0.605100,1.022800,-0.024300,0.245300,-0.414400,-0.209800,0.000500,0.001000
AROMRINGs1s2s3,-0.005400,1.064800,-0.004700,-8.463300,0.159200,3.694700,1.999600,-0.023500,-0.208100,-1.652500,0.758400,0.000000,0.000000,0.392800,1.467300,-0.533600,-0.359800,0.001400,0.001900
AROMRINGs1s2s4,-0.000300,-0.464500,-0.003100,-10.875800,-0.214000,-1.615100,-2.702300,0.030400,0.030400,-2.526500,0.979600,-1.166300,-0.971500,0.050600,0.271400,-0.509800,0.732900,0.001200,0.000500
AROMRINGs1s3s5,-0.046700,-1.499500,0.007200,-13.102800,0.606500,-2.312900,-9.913800,-0.568900,0.269500,17.981100,3.333400,0.000000,0.000000,-0.258300,-0.150800,-0.189400,-0.597200,-0.000600,0.001800
AROMRINGs1s2s3s4,0.078600,5.931400,-0.006700,-18.896600,-0.061800,14.367300,14.759600,-0.322600,-0.141800,11.616300,0.000000,0.000000,0.000000,0.263700,-0.496700,-0.620700,0.783900,0.001400,-0.004100
AROMRINGs1s2s3s5,-0.003200,2.568900,-0.002500,-11.896600,-0.011300,5.067300,9.514600,-0.832600,-0.103000,6.949300,0.000000,0.000000,0.000000,-0.416800,-1.804800,-2.019500,-2.530800,0.000600,0.000600
AROMRINGs1s2s4s5,0.045300,1.688600,-0.001300,-3.807800,0.733600,-0.332700,6.134600,9.447400,0.180400,0.000000,0.000000,0.000000,0.000000,-0.050700,0.967100,0.474500,-1.583800,0.002200,0.002100
PYRIDINEs2,-0.018600,-2.115700,0.006600,7.372200,-0.335400,-10.520600,-2.884300,-10.229000,-0.315500,-3.628500,-2.613300,-1.192600,-1.731500,0.006100,-2.784700,-0.700000,0.579400,0.004500,0.001200
PYRIDINEs3,0.052300,2.193600,0.006600,7.372200,-0.443800,-3.330600,3.086200,-5.769700,-0.537600,0.000000,-0.543300,-0.012600,-2.068600,0.000000,0.000000,0.000000,-0.219000,0.001200,-0.000100
PYRIDINEs4,0.136900,2.414800,0.002000,12.972200,0.304600,-5.510600,0.323000,28.438800,-0.407500,14.481500,-0.293300,0.147400,-1.942900,-0.072800,1.732500,-0.863200,1.137600,0.004800,0.000100
PYRIDINEs2s3,0.055700,0.057300,0.000000,-6.688700,-0.044900,0.000000,-0.459600,0.000000,-0.052300,0.000000,-1.358900,-0.041300,-0.738600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
PYRIDINEs2s4,0.099000,-1.629000,0.004200,-6.688700,4.043000,0.000000,-4.346000,0.000000,0.050500,0.000000,-1.608900,-0.591300,-1.429300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
PYRIDINEs2s5,-0.022200,-2.148400,0.006200,-6.688700,0.536100,0.000000,2.079500,0.000000,-0.286400,0.000000,-1.268900,-0.441300,-0.998600,0.000000,0.000000,0.000000,1.475700,0.000000,0.000000
