AROM.FUSED[2]s1s3,-0.127200,26.595600,0.000000,0.000000,1.848100,0.000000,0.000000,0.000000,0.179500,0.000000,2.411800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
AROM.FUSED[3],0.045400,-2.920900,0.001500,52.762400,0.056400,3.994600,-1.902900,2.131600,0.021800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.366000,-0.000900,0.005500
AROM.FUSED[4a],0.220600,20.450100,0.013800,-36.657000,-0.300900,15.097400,11.516100,9.148600,0.077500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.109300,0.000200,-0.002000
AROM.FUSED[4a]s1,0.350800,0.000000,0.000000,0.000000,0.856500,0.000000,23.717800,0.000000,-0.072700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
AROM.FUSED[4a]s1s4,0.000000,0.000000,0.000000,0.000000,-1.529300,0.000000,26.417100,0.000000,0.789800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
AROM.FUSED[4p],0.286800,17.082300,0.006500,-36.756000,0.743600,-16.074000,-23.907000,-3.146900,0.123900,0.000000,-3.643400,0.000000,0.000000,0.000000,0.000000,0.000000,-0.567100,-0.002200,-0.018600
AROM.FUSED[4p]s3s4,0.000000,0.000000,0.000000,0.000000,0.033500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
PYRIDINE.FUSED[2],-0.046800,2.443000,-0.002400,-0.535200,-0.316000,9.820500,2.423900,-13.756000,-0.255300,-3.451300,1.420900,0.000000,0.000000,0.769400,-1.642600,-0.727800,1.148600,-0.001200,-0.005800
PYRIDINE.FUSED[2-iso],-0.110400,15.207700,-0.006200,-9.068300,0.266600,0.004200,8.004000,-12.032000,-0.228300,0.000000,-3.151600,0.000000,0.000000,0.000000,0.000000,0.000000,1.645900,-0.004500,-0.002600
PYRIDINE.FUSED[4],0.373800,0.000000,0.004100,-19.571000,-0.056000,0.001600,22.945100,0.000000,-0.236600,0.000000,0.000000,0.000000,0.000000,2.558300,1.636900,-3.082200,-0.427800,-0.002900,0.007700
aC-N-CHcyc (different rings),0.000000,0.000000,0.000000,0.000000,0.979100,0.000000,0.000000,0.000000,-0.062400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
N multiring,-0.292500,0.000000,0.000000,0.000000,0.695900,0.000000,32.351800,0.000000,-0.204900,0.000000,0.000000,0.000000,0.000000,1.383700,0.982700,3.202100,-1.144500,0.001100,-0.000100
Ncyc-(CH2)3-Ncyc (different rings),0.000000,0.000000,0.000000,0.000000,-2.234000,0.000000,0.000000,0.000000,-0.097900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
aC-COCH2CH2-aC (different rings),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.461300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
aC-O-(CH2)2-Ncyc (different rings),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.441000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
aC-CH(OH)(CH2)2-CHcyc (different rings),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.143000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Ncyc-(CH2)2-CHcyc (different rings),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.379800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
aC-CONHCH2-CHcyc (different rings),0.000000,0.000000,0.000000,0.000000,-0.947500,0.000000,0.000000,0.000000,-0.432300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
